property_id,property_address,city,state,county,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_001675,7068 Business Pkwy,St. Louis,MO,St. Louis County,63101,Class B Office,office,1985,97857,22126820.33,3769393.41,0.1704,0.0298,112327.92,0.072,0.1161,0.4129,2713304.77,2398425.28,990254.12,1408171.16,226.11,under_10,2025-04-29,19814290.41,Central Management Inc,Non-Profit,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001676,6395 Business Pkwy,St. Louis,MO,St. Louis County,63102,Class A Office,office,2007,198767,50031642.0,9220264.46,0.1843,0.0298,274763.88,0.097,0.1424,0.3458,7420483.53,6363768.23,2200578.14,4163190.09,251.71,under_10,2025-01-07,44997555.95,Global Holdings Corp,Institutional,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001677,172 Industrial Way,St. Louis,MO,St. Louis County,63103,Warehouse,industrial,1961,468640,29765388.29,5671393.89,0.1905,0.0298,169007.54,0.0983,0.1353,0.4905,5742680.74,4965731.52,2435613.08,2530118.45,63.51,under_10,2022-10-20,32136431.2,Global Real Estate LP,Institutional,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001678,7786 Industrial Way,St. Louis,MO,St. Louis County,63103,Class A Office,office,2000,311278,174575178.33,27556665.17,0.1578,0.0298,821188.62,0.0953,0.24,0.4087,28146301.34,21390451.32,8741670.55,12648780.77,560.83,under_10,2024-08-23,184698481.5,National Real Estate Corp,Government,National Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001679,241 Industrial Way,St. Louis,MO,St. Louis County,63101,Medical Office,office,1978,45760,15218839.18,2756020.77,0.1811,0.0298,82129.42,0.0817,0.0502,0.3705,1975163.4,1875972.0,695062.31,1180909.69,332.58,under_10,2023-10-20,13578913.16,National Properties LLC,REIT,National Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001680,8020 Industrial Way,St. Louis,MO,St. Louis County,63102,Shopping Center,retail,2020,757931,131578445.35,26595006.22,0.2021,0.0298,792531.19,0.0765,0.1856,0.2155,12831278.58,10450279.59,2252544.38,8197735.2,173.6,under_10,2024-10-03,126691551.33,Central Real Estate LP,Non-Profit,Central Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001681,766 Business Pkwy,St. Louis,MO,St. Louis County,63105,Shopping Center,retail,1962,505608,93650769.74,16170481.65,0.1727,0.0298,481880.35,0.082,0.2039,0.322,11321625.26,9012771.72,2902255.73,6110515.99,185.22,under_10,2025-04-07,96881532.06,Global Properties Corp,REIT,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001682,6323 Commerce Dr,St. Louis,MO,St. Louis County,63103,Medical Office,office,1976,12983,3104017.03,534104.21,0.1721,0.0298,15916.31,0.0947,0.1063,0.2777,407055.68,363781.68,101015.6,262766.08,239.08,under_10,2024-11-13,3178006.32,Global Investments Inc,REIT,Global Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001683,4761 Industrial Way,St. Louis,MO,St. Louis County,63102,Manufacturing,industrial,2002,275723,38300504.69,7674059.38,0.2004,0.0298,228686.97,0.0911,0.1417,0.3086,5046344.46,4331121.32,1336383.65,2994737.68,138.91,under_10,2022-08-07,41616457.04,Global Investments LLC,Non-Profit,Global Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001684,818 Oak Ave,St. Louis,MO,St. Louis County,63101,Class B Office,office,1963,39960,5319080.63,917450.46,0.1725,0.0298,27340.02,0.0983,0.0574,0.3904,858100.68,808821.35,315779.87,493041.48,133.11,under_10,2022-07-15,4573393.46,Pacific Properties LP,Government,Pacific Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001685,5609 Industrial Way,St. Louis,MO,St. Louis County,63105,Class A Office,office,2024,202792,84833110.01,17373202.74,0.2048,0.0298,517721.44,0.0915,0.1839,0.4189,13363542.33,10906188.31,4569028.69,6337159.62,418.33,under_10,2022-07-23,90272524.23,Global Properties Corp,REIT,Global Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001686,7833 Oak Ave,St. Louis,MO,St. Louis County,63107,Class A Office,office,2009,277947,159706584.19,31501013.49,0.1972,0.0298,938730.2,0.088,0.0716,0.3641,22101855.55,20520260.23,7471242.17,13049018.06,574.59,under_10,2023-10-10,168272223.38,Premier Investments Inc,Institutional,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001687,2372 Business Pkwy,St. Louis,MO,St. Louis County,63103,Class B Office,office,1999,50833,6174909.21,1249243.66,0.2023,0.0298,37227.46,0.0762,0.2385,0.4399,840472.61,640034.81,281578.01,358456.8,121.47,under_10,2023-02-28,6246648.17,Pacific Holdings Inc,REIT,Pacific Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001688,2205 Center Dr,St. Louis,MO,St. Louis County,63103,Shopping Center,retail,1962,950004,275833136.75,58236627.68,0.2111,0.0298,1735451.5,0.097,0.2477,0.3494,41146848.76,30954763.8,10816151.45,20138612.35,290.35,under_10,2023-03-03,289409987.65,American Real Estate LLC,Private,American Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001689,494 Commerce Dr,St. Louis,MO,St. Louis County,63108,Retail Strip Center,retail,1974,44871,8165633.23,1357674.55,0.1663,0.0298,40458.7,0.0813,0.0535,0.2258,857594.29,811718.48,183290.04,628428.44,181.98,under_10,2023-02-12,9278670.65,Premier Properties Inc,Institutional,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001690,5347 Business Pkwy,St. Louis,MO,St. Louis County,63101,Class A Office,office,1971,402537,73537626.62,15084046.13,0.2051,0.0298,449504.57,0.0893,0.1951,0.4477,11895992.74,9575106.03,4286491.47,5288614.57,182.69,under_10,2025-01-13,63761485.05,Global Investments Inc,Private,Global Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001691,7364 Oak Ave,St. Louis,MO,St. Louis County,63103,Class B Office,office,1989,164490,20926577.91,3868451.89,0.1849,0.0298,115279.87,0.0946,0.1677,0.2632,2687446.39,2236684.08,588680.26,1648003.82,127.22,under_10,2023-06-25,22176022.13,American Holdings LLC,REIT,American Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001692,928 Park Blvd,St. Louis,MO,St. Louis County,63108,Class A Office,office,2013,53800,16830155.17,2890205.69,0.1717,0.0298,86128.13,0.0964,0.17,0.2859,2272674.8,1886257.96,539360.58,1346897.38,312.83,under_10,2022-12-25,14752575.82,American Holdings Inc,Government,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001693,1449 First St,St. Louis,MO,St. Louis County,63106,Class A Office,office,1998,226521,53401022.24,11685111.22,0.2188,0.0298,348216.31,0.0975,0.0549,0.4078,8790285.16,8307289.69,3387496.17,4919793.51,235.74,under_10,2022-10-16,59715097.18,United Investments LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001694,1306 Oak Ave,St. Louis,MO,St. Louis County,63104,Class A Office,office,1961,423231,156740769.89,30463763.76,0.1944,0.0298,907820.16,0.0701,0.1195,0.3936,18121324.33,15955889.14,6279624.43,9676264.7,370.34,under_10,2022-12-08,156608857.35,American Holdings Inc,Institutional,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001695,9676 Oak Ave,St. Louis,MO,St. Louis County,63104,Class A Office,office,2020,337016,123213262.34,24972913.51,0.2027,0.0298,744192.82,0.0851,0.2457,0.2689,14345214.95,10819930.07,2909835.15,7910094.92,365.6,under_10,2023-01-28,131842375.18,Premier Properties LP,REIT,Premier Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001696,7946 Oak Ave,St. Louis,MO,St. Louis County,63103,Class B Office,office,1987,179774,22042524.75,4854686.61,0.2202,0.0298,144669.66,0.0919,0.1311,0.3472,3101390.75,2694776.07,935530.19,1759245.88,122.61,under_10,2023-01-26,24865093.94,Central Investments LP,Government,Central Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001697,6596 First St,St. Louis,MO,St. Louis County,63103,Warehouse,industrial,1983,295604,18924624.73,3344399.18,0.1767,0.0298,99663.1,0.0899,0.1215,0.2263,2200120.28,1932790.24,437457.07,1495333.17,64.02,under_10,2022-12-24,18540012.38,Central Investments Inc,Government,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001698,7432 Business Pkwy,St. Louis,MO,St. Louis County,63103,Warehouse,industrial,1983,279863,23240404.87,5292025.72,0.2277,0.0298,157702.37,0.0854,0.164,0.4063,3345003.13,2796505.59,1136320.82,1660184.77,83.04,under_10,2025-05-11,22988010.96,National Investments Corp,Non-Profit,National Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001699,5693 Industrial Way,St. Louis,MO,St. Louis County,63107,Shopping Center,retail,2001,662087,108687083.7,23499258.54,0.2162,0.0298,700277.9,0.0795,0.1571,0.2407,11385015.69,9596519.33,2309629.99,7286889.35,164.16,under_10,2022-08-01,104780280.58,Central Investments Inc,Private,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001700,503 Commerce Dr,St. Louis,MO,St. Louis County,63102,Class A Office,office,2016,307857,168849392.93,33065672.32,0.1958,0.0298,985357.04,0.0974,0.1239,0.3984,27327368.83,23942286.6,9538856.31,14403430.3,548.47,under_10,2024-10-01,188703124.38,American Real Estate Corp,Government,American Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001701,2378 Commerce Dr,St. Louis,MO,St. Louis County,63108,Class A Office,office,1970,192837,73658315.61,11727417.62,0.1592,0.0298,349477.05,0.0875,0.1643,0.4407,11520639.97,9627436.69,4242613.76,5384822.93,381.97,under_10,2024-09-21,81204908.68,Pacific Holdings LLC,REIT,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001702,171 First St,St. Louis,MO,St. Louis County,63108,Hotel,hotel,2022,147778,34084778.16,6027026.68,0.1768,0.0298,179605.4,0.0717,0.1803,0.4322,4302766.1,3526987.45,1524224.11,2002763.33,230.65,under_10,2023-05-28,35510735.37,Premier Holdings Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001703,1765 First St,St. Louis,MO,St. Louis County,63107,Retail Strip Center,retail,1964,35528,6332490.45,1350761.65,0.2133,0.0298,40252.7,0.0932,0.1679,0.2054,742899.08,618143.95,126970.08,491173.87,178.24,under_10,2022-08-06,5905497.67,Atlantic Real Estate LLC,Non-Profit,Atlantic Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001704,3068 First St,St. Louis,MO,St. Louis County,63104,Warehouse,industrial,1975,405436,37165525.22,8467040.69,0.2278,0.0298,252317.81,0.082,0.1786,0.3034,4377256.63,3595366.56,1090794.18,2504572.38,91.67,under_10,2025-04-10,35877090.64,Global Properties LP,Private,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001705,4387 First St,St. Louis,MO,St. Louis County,63105,Class A Office,office,2017,27151,14178003.18,2198535.64,0.1551,0.0298,65516.36,0.085,0.0891,0.4381,2143526.12,1952509.82,855363.38,1097146.45,522.19,under_10,2023-04-29,13068792.87,Pacific Investments Inc,REIT,Pacific Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001706,4639 Center Dr,St. Louis,MO,St. Louis County,63107,Class B Office,office,2023,16522,4179583.66,676616.63,0.1619,0.0298,20163.18,0.0798,0.2268,0.3881,545045.34,421414.93,163540.98,257873.95,252.97,under_10,2023-12-06,3614963.33,Pacific Management Corp,Government,Pacific Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001707,6205 Park Blvd,St. Louis,MO,St. Louis County,63105,Class A Office,office,2008,304557,176248987.16,31617735.65,0.1794,0.0298,942208.52,0.0937,0.1224,0.3108,23953608.52,21022228.13,6533409.5,14488818.63,578.71,under_10,2022-12-16,197204468.98,Premier Holdings LLC,Non-Profit,Premier Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001708,4485 Park Blvd,St. Louis,MO,St. Louis County,63106,Shopping Center,retail,2014,744849,206643939.15,40301712.18,0.195,0.0298,1200991.02,0.0806,0.2248,0.2596,22499954.69,17441972.04,4527726.55,12914245.49,277.43,under_10,2024-06-19,228631433.12,Premier Management Inc,Government,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001709,2627 Main St,St. Louis,MO,St. Louis County,63108,Class B Office,office,1960,66579,13426616.37,2708551.22,0.2017,0.0298,80714.83,0.0817,0.1099,0.3126,1596849.84,1421287.84,444348.54,976939.3,201.66,under_10,2022-07-07,15042209.43,Central Investments Corp,REIT,Central Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001710,9289 Park Blvd,St. Louis,MO,St. Louis County,63107,Class A Office,office,2003,147770,34052691.2,5213228.31,0.1531,0.0298,155354.2,0.0965,0.1317,0.4108,5578388.65,4843700.15,1989968.22,2853731.93,230.44,under_10,2025-03-09,32581932.32,Premier Holdings Inc,REIT,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001711,8816 Center Dr,St. Louis,MO,St. Louis County,63101,Retail Strip Center,retail,1966,46828,9494598.91,1893265.51,0.1994,0.0298,56419.31,0.0808,0.1941,0.3788,1235439.41,995583.55,377091.42,618492.13,202.75,under_10,2022-10-18,8631749.88,Pacific Investments Inc,Institutional,Pacific Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001712,8128 First St,St. Louis,MO,St. Louis County,63101,Retail Strip Center,retail,1990,30709,5112266.99,792193.26,0.155,0.0298,23607.36,0.0909,0.1394,0.4744,884228.58,760996.01,361019.17,399976.84,166.47,under_10,2025-03-15,4442716.92,Atlantic Holdings Corp,Institutional,Atlantic Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001713,179 Center Dr,St. Louis,MO,St. Louis County,63102,Warehouse,industrial,1999,185679,12271061.48,2442971.9,0.1991,0.0298,72800.56,0.0805,0.1209,0.403,1655289.72,1455215.73,586415.87,868799.86,66.09,under_10,2024-03-09,11694632.11,Atlantic Real Estate Inc,Private,Atlantic Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001714,3909 Park Blvd,St. Louis,MO,St. Louis County,63104,Class C Office,office,1970,23254,4253488.39,848446.17,0.1995,0.0298,25283.7,0.0879,0.2044,0.3873,610243.84,485537.01,188064.47,297472.55,182.91,under_10,2024-10-19,3757968.05,Central Management Corp,Institutional,Central Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001715,5964 First St,St. Louis,MO,St. Louis County,63107,Warehouse,industrial,2008,354363,18852747.0,3706585.32,0.1966,0.0298,110456.24,0.0709,0.2488,0.2501,1781748.86,1338535.73,334715.51,1003820.22,53.2,under_10,2024-05-02,20584132.51,Central Holdings Inc,REIT,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001716,9176 Commerce Dr,St. Louis,MO,St. Louis County,63102,Class C Office,office,1993,19550,3013554.98,684955.78,0.2273,0.0298,20411.68,0.0857,0.1492,0.3557,400877.97,341074.17,121322.11,219752.06,154.15,under_10,2022-12-11,3444613.11,Atlantic Holdings Corp,Non-Profit,Atlantic Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001717,5087 Commerce Dr,St. Louis,MO,St. Louis County,63108,Retail Strip Center,retail,1964,15593,2638298.95,489706.09,0.1856,0.0298,14593.24,0.0797,0.0657,0.3997,350372.11,327360.19,130835.61,196524.58,169.2,under_10,2023-01-08,2349969.11,Atlantic Holdings Inc,Institutional,Atlantic Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001718,6412 Oak Ave,St. Louis,MO,St. Louis County,63108,Retail Strip Center,retail,2007,76279,16007252.31,2906621.14,0.1816,0.0298,86617.31,0.0825,0.09,0.3327,1978282.02,1800317.22,598926.93,1201390.29,209.85,under_10,2022-12-28,17059609.71,United Real Estate Corp,Institutional,United Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001719,8516 Center Dr,St. Louis,MO,St. Louis County,63107,Class A Office,office,1980,419009,148785120.88,29364341.95,0.1974,0.0298,875057.39,0.0965,0.0848,0.3349,21583738.39,19754301.44,6614984.43,13139317.01,355.09,under_10,2025-04-14,152764622.09,National Management LP,Private,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001720,3948 Commerce Dr,St. Louis,MO,St. Louis County,63101,Manufacturing,industrial,1999,464487,46563644.67,10365747.3,0.2226,0.0298,308899.27,0.0725,0.2165,0.2721,4639095.03,3634955.41,989251.96,2645703.46,100.25,under_10,2023-06-25,40032899.46,National Investments LP,REIT,National Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001721,6961 Industrial Way,St. Louis,MO,St. Louis County,63104,Class B Office,office,1995,199032,47176819.55,9062831.56,0.1921,0.0298,270072.38,0.0877,0.0786,0.4142,7062982.44,6508059.91,2695493.92,3812565.99,237.03,under_10,2024-01-29,51815970.82,Global Real Estate Inc,Non-Profit,Global Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001722,1581 Center Dr,St. Louis,MO,St. Louis County,63106,Class A Office,office,1991,311532,125957795.84,28676554.97,0.2277,0.0298,854561.34,0.0712,0.1504,0.42,15453605.44,13129130.32,5514783.72,7614346.6,404.32,under_10,2023-02-12,118316437.75,United Real Estate Inc,Private,United Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001723,2271 Industrial Way,St. Louis,MO,St. Louis County,63107,Hotel,hotel,2019,47946,12315264.04,2479834.56,0.2014,0.0298,73899.07,0.0936,0.0975,0.2739,1586895.78,1432158.7,392261.04,1039897.67,256.86,under_10,2024-04-29,12708287.95,Atlantic Holdings LP,Private,Atlantic Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001724,4339 Park Blvd,St. Louis,MO,St. Louis County,63105,Shopping Center,retail,1991,165552,42559351.69,8782020.6,0.2063,0.0298,261704.21,0.0788,0.0549,0.2856,4693262.88,4435806.56,1266738.92,3169067.64,257.08,under_10,2022-12-02,47448558.18,National Management Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001725,2668 Industrial Way,St. Louis,MO,St. Louis County,63106,Class C Office,office,1962,34494,6339155.89,989253.47,0.1561,0.0298,29479.75,0.0725,0.0576,0.3806,742407.54,699624.86,266301.56,433323.3,183.78,under_10,2023-01-28,5667986.44,Central Real Estate LLC,Non-Profit,Central Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001726,5666 Oak Ave,St. Louis,MO,St. Louis County,63102,Class C Office,office,2014,20032,3770037.78,766387.45,0.2033,0.0298,22838.35,0.0981,0.171,0.328,550239.12,456153.0,149602.39,306550.61,188.2,under_10,2024-07-27,3979623.61,Central Properties Inc,Private,Central Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001727,1704 Park Blvd,St. Louis,MO,St. Louis County,63106,Medical Office,office,2016,6511,2569273.92,463387.36,0.1804,0.0298,13808.94,0.0847,0.214,0.2811,302630.29,237861.54,66868.58,170992.96,394.61,under_10,2024-02-21,2707550.23,Pacific Management LLC,Government,Pacific Management LLC,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001728,7492 Industrial Way,St. Louis,MO,St. Louis County,63106,Manufacturing,industrial,1970,527559,30314501.06,4993378.38,0.1647,0.0298,148802.68,0.0708,0.0774,0.3542,3323519.15,3066339.25,1085954.57,1980384.69,57.46,under_10,2023-04-09,33619285.64,American Investments Corp,Private,American Management Corp,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001729,2245 Business Pkwy,St. Louis,MO,St. Louis County,63101,Class C Office,office,1987,38331,3785345.42,774130.33,0.2045,0.0298,23069.08,0.0715,0.2118,0.2855,378985.86,298726.92,85291.41,213435.51,98.75,under_10,2023-08-17,3942003.31,Global Management LP,Private,Global Management LP,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001730,3995 Main St,St. Louis,MO,St. Louis County,63105,Medical Office,office,2012,14147,5054490.76,1017451.61,0.2013,0.0298,30320.06,0.0851,0.1405,0.3293,641269.4,551159.62,181507.98,369651.64,357.28,under_10,2022-10-15,5326553.76,Premier Real Estate Inc,REIT,Premier Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
PROP_001731,8975 Oak Ave,St. Louis,MO,St. Louis County,63103,Class B Office,office,2017,173953,22686505.62,3717676.23,0.1639,0.0298,110786.75,0.0913,0.0792,0.4078,3498501.65,3221283.42,1313515.48,1907767.95,130.42,under_10,2024-05-24,19771318.85,American Real Estate Inc,REIT,American Management Inc,2024-01-01,2024-06-30,"St. Louis, MO"
